timestamp,sent_time_seconds,jitter_ms
2025-04-10 00:55:54,0,
2025-04-10 00:55:54,0.100061,
2025-04-10 00:55:54,0.200061,
2025-04-10 00:55:54,0.300061,
2025-04-10 00:55:54,0.40006,
2025-04-10 00:55:54,0.500061,
2025-04-10 00:55:54,0.600066,
2025-04-10 00:55:54,0.700068,
2025-04-10 00:55:54,0.800076,
2025-04-10 00:55:54,0.900062,
2025-04-10 00:55:54,1.000062,
2025-04-10 00:55:54,1.100061,
2025-04-10 00:55:54,1.200061,
2025-04-10 00:55:54,1.30006,
2025-04-10 00:55:54,1.400077,
2025-04-10 00:55:54,1.500068,
2025-04-10 00:55:54,1.600185,
2025-04-10 00:55:54,1.700067,
2025-04-10 00:55:54,1.800069,
2025-04-10 00:55:54,1.900065,
2025-04-10 00:55:54,2.000068,
2025-04-10 00:55:54,2.100062,
2025-04-10 00:55:54,2.200061,
2025-04-10 00:55:54,2.300067,
2025-04-10 00:55:54,2.400064,
2025-04-10 00:55:54,2.50006,
2025-04-10 00:55:54,2.600067,
2025-04-10 00:55:54,2.700062,
2025-04-10 00:55:54,2.80007,
2025-04-10 00:55:54,2.90007,
2025-04-10 00:55:54,3.000077,
2025-04-10 00:55:54,3.100078,
2025-04-10 00:55:54,3.20007,
2025-04-10 00:55:54,3.300067,
2025-04-10 00:55:54,3.400068,
2025-04-10 00:55:54,3.500072,
2025-04-10 00:55:54,3.600064,
2025-04-10 00:55:54,3.700073,
2025-04-10 00:55:54,3.800066,
2025-04-10 00:55:54,3.900069,
2025-04-10 00:55:54,4.00006,
2025-04-10 00:55:54,4.100068,
2025-04-10 00:55:54,4.200071,
2025-04-10 00:55:54,4.300062,
2025-04-10 00:55:54,4.400067,
2025-04-10 00:55:54,4.500067,
2025-04-10 00:55:54,4.600067,
2025-04-10 00:55:54,4.700062,
2025-04-10 00:55:54,4.800086,
2025-04-10 00:55:54,4.900067,
2025-04-10 00:55:54,5.000068,
2025-04-10 00:55:54,5.100062,
2025-04-10 00:55:54,5.200067,
2025-04-10 00:55:54,5.30018,
2025-04-10 00:55:54,5.400064,
2025-04-10 00:55:54,5.500061,
2025-04-10 00:55:54,5.60006,
2025-04-10 00:55:54,5.700076,
2025-04-10 00:55:54,5.800074,
2025-04-10 00:55:54,5.90006,
2025-04-10 00:55:54,6.00007,
2025-04-10 00:55:54,6.100069,
2025-04-10 00:55:54,6.200069,
2025-04-10 00:55:54,6.300069,
2025-04-10 00:55:54,6.400061,
2025-04-10 00:55:54,6.500077,
2025-04-10 00:55:54,6.600068,
2025-04-10 00:55:54,6.700062,
2025-04-10 00:55:54,6.800064,
2025-04-10 00:55:54,6.90006,
2025-04-10 00:55:54,7.000059,
2025-04-10 00:55:54,7.100068,
2025-04-10 00:55:54,7.200067,
2025-04-10 00:55:54,7.300064,
2025-04-10 00:55:54,7.40007,
2025-04-10 00:55:54,7.500065,
2025-04-10 00:55:54,7.600062,
2025-04-10 00:55:54,7.700061,
2025-04-10 00:55:54,7.800062,
2025-04-10 00:55:54,7.90007,
2025-04-10 00:55:54,8.000068,
2025-04-10 00:55:54,8.100078,
2025-04-10 00:55:54,8.200067,
2025-04-10 00:55:54,8.300062,
2025-04-10 00:55:54,8.40006,
2025-04-10 00:55:54,8.500061,
2025-04-10 00:55:54,8.600067,
2025-04-10 00:55:54,8.700074,
2025-04-10 00:55:54,8.800066,
2025-04-10 00:55:54,8.900065,
2025-04-10 00:55:54,9.000065,
2025-04-10 00:55:54,9.100068,
2025-04-10 00:55:54,9.200061,
2025-04-10 00:55:54,9.300067,
2025-04-10 00:55:54,9.400062,
2025-04-10 00:55:54,9.500067,
2025-04-10 00:55:54,9.600066,
2025-04-10 00:55:54,9.70006,
2025-04-10 00:55:54,9.800072,
2025-04-10 00:55:54,9.900067,
2025-04-10 00:55:54,10.000061,
2025-04-10 00:55:54,10.100068,
2025-04-10 00:55:54,10.200064,
2025-04-10 00:55:54,10.300062,
2025-04-10 00:55:54,10.400067,
2025-04-10 00:55:54,10.500081,
2025-04-10 00:55:54,10.600066,
2025-04-10 00:55:54,10.700073,
2025-04-10 00:55:54,10.800068,
2025-04-10 00:55:54,10.900068,
2025-04-10 00:55:54,11.000064,
2025-04-10 00:55:54,11.10007,
2025-04-10 00:55:54,11.200077,
2025-04-10 00:55:54,11.300074,
2025-04-10 00:55:54,11.400077,
2025-04-10 00:55:54,11.500069,
2025-04-10 00:55:54,11.600067,
2025-04-10 00:55:54,11.700068,
2025-04-10 00:55:54,11.800067,
2025-04-10 00:55:54,11.900067,
2025-04-10 00:55:54,12.000067,
2025-04-10 00:55:54,12.100068,
2025-04-10 00:55:54,12.200062,
2025-04-10 00:55:54,12.300062,
2025-04-10 00:55:54,12.400069,
2025-04-10 00:55:54,12.500072,
2025-04-10 00:55:54,12.60007,
2025-04-10 00:55:54,12.700067,
2025-04-10 00:55:54,12.800071,
2025-04-10 00:55:54,12.900069,
2025-04-10 00:55:54,13.000071,
2025-04-10 00:55:54,13.100068,
2025-04-10 00:55:54,13.200068,
2025-04-10 00:55:54,13.300068,
2025-04-10 00:55:54,13.400061,
2025-04-10 00:55:54,13.500079,
2025-04-10 00:55:54,13.600068,
2025-04-10 00:55:54,13.700063,
2025-04-10 00:55:54,13.80007,
2025-04-10 00:55:54,13.900063,
2025-04-10 00:55:54,14.000069,
2025-04-10 00:55:54,14.100069,
2025-04-10 00:55:54,14.200062,
2025-04-10 00:55:54,14.300067,
2025-04-10 00:55:54,14.400067,
2025-04-10 00:55:54,14.50006,
2025-04-10 00:55:54,14.60006,
2025-04-10 00:55:54,14.700062,
2025-04-10 00:55:54,14.800078,
2025-04-10 00:55:54,14.900063,
2025-04-10 00:55:54,15.000061,
2025-04-10 00:55:54,15.100062,
2025-04-10 00:55:54,15.200061,
2025-04-10 00:55:54,15.300066,
2025-04-10 00:55:54,15.400074,
2025-04-10 00:55:54,15.500067,
2025-04-10 00:55:54,15.600062,
2025-04-10 00:55:54,15.700068,
2025-04-10 00:55:54,15.800077,
2025-04-10 00:55:54,15.900064,
2025-04-10 00:55:54,16.000068,
2025-04-10 00:55:54,16.100067,
2025-04-10 00:55:54,16.200064,
2025-04-10 00:55:54,16.300066,
2025-04-10 00:55:54,16.40007,
2025-04-10 00:55:54,16.500064,
2025-04-10 00:55:54,16.600062,
2025-04-10 00:55:54,16.700068,
2025-04-10 00:55:54,16.800067,
2025-04-10 00:55:54,16.900082,
2025-04-10 00:55:54,17.000086,
2025-04-10 00:55:54,17.100087,
2025-04-10 00:55:54,17.200075,
2025-04-10 00:55:54,17.300068,
2025-04-10 00:55:54,17.400072,
2025-04-10 00:55:54,17.500062,
2025-04-10 00:55:54,17.600068,
2025-04-10 00:55:54,17.700078,
2025-04-10 00:55:54,17.800066,
2025-04-10 00:55:54,17.900062,
2025-04-10 00:55:54,18.000067,
2025-04-10 00:55:54,18.100065,
2025-04-10 00:55:54,18.200069,
2025-04-10 00:55:54,18.300068,
2025-04-10 00:55:54,18.40006,
2025-04-10 00:55:54,18.500061,
2025-04-10 00:55:54,18.60006,
2025-04-10 00:55:54,18.700062,
2025-04-10 00:55:54,18.800063,
2025-04-10 00:55:54,18.900073,
2025-04-10 00:55:54,19.000091,
2025-04-10 00:55:54,19.100065,
2025-04-10 00:55:54,19.200082,
2025-04-10 00:55:54,19.300061,
2025-04-10 00:55:54,19.400069,
2025-04-10 00:55:54,19.500069,
2025-04-10 00:55:54,19.600061,
2025-04-10 00:55:54,19.70006,
2025-04-10 00:55:54,19.800068,
2025-04-10 00:55:54,19.900073,
2025-04-10 00:55:54,20.000068,
2025-04-10 00:55:54,20.100068,
2025-04-10 00:55:54,20.200061,
2025-04-10 00:55:54,20.30006,
2025-04-10 00:55:54,20.400061,
2025-04-10 00:55:54,20.500061,
2025-04-10 00:55:54,20.600064,
2025-04-10 00:55:54,20.700063,
2025-04-10 00:55:54,20.800068,
2025-04-10 00:55:54,20.900068,
2025-04-10 00:55:54,21.000068,
2025-04-10 00:55:54,21.100068,
2025-04-10 00:55:54,21.200066,
2025-04-10 00:55:54,21.300062,
2025-04-10 00:55:55,21.400068,
2025-04-10 00:55:55,21.500067,
2025-04-10 00:55:55,21.600063,
2025-04-10 00:55:55,21.700061,
2025-04-10 00:55:55,21.80004,
2025-04-10 00:55:55,21.90006,
2025-04-10 00:55:55,22.000061,
2025-04-10 00:55:55,22.100067,
2025-04-10 00:55:55,22.200069,
2025-04-10 00:55:55,22.30006,
2025-04-10 00:55:55,22.400064,
2025-04-10 00:55:55,22.500062,
2025-04-10 00:55:55,22.60006,
2025-04-10 00:55:55,22.700062,
2025-04-10 00:55:55,22.800063,
2025-04-10 00:55:55,22.900075,
2025-04-10 00:55:55,23.000061,
2025-04-10 00:55:55,23.100061,
2025-04-10 00:55:55,23.200073,
2025-04-10 00:55:55,23.300068,
2025-04-10 00:55:55,23.400069,
2025-04-10 00:55:55,23.500069,
2025-04-10 00:55:55,23.600067,
2025-04-10 00:55:55,23.700075,
2025-04-10 00:55:55,23.80006,
2025-04-10 00:55:55,23.90006,
2025-04-10 00:55:55,24.000069,
2025-04-10 00:55:55,24.100068,
2025-04-10 00:55:55,24.200061,
2025-04-10 00:55:55,24.300068,
2025-04-10 00:55:55,24.400062,
2025-04-10 00:55:55,24.500068,
2025-04-10 00:55:55,24.600069,
2025-04-10 00:55:55,24.700068,
2025-04-10 00:55:55,24.800072,
2025-04-10 00:55:55,24.900068,
2025-04-10 00:55:55,25.000066,
2025-04-10 00:55:55,25.100068,
2025-04-10 00:55:55,25.20007,
2025-04-10 00:55:55,25.300069,
2025-04-10 00:55:55,25.400065,
2025-04-10 00:55:55,25.500061,
2025-04-10 00:55:55,25.600068,
2025-04-10 00:55:55,25.700061,
2025-04-10 00:55:55,25.80006,
2025-04-10 00:55:55,25.900062,
2025-04-10 00:55:55,26.000069,
2025-04-10 00:55:55,26.100063,
2025-04-10 00:55:55,26.200074,
2025-04-10 00:55:55,26.300068,
2025-04-10 00:55:55,26.400066,
2025-04-10 00:55:55,26.500061,
2025-04-10 00:55:55,26.600061,
2025-04-10 00:55:55,26.700061,
2025-04-10 00:55:55,26.800061,
2025-04-10 00:55:55,26.900062,
2025-04-10 00:55:55,27.000068,
2025-04-10 00:55:55,27.100084,
2025-04-10 00:55:55,27.200066,
2025-04-10 00:55:55,27.300077,
2025-04-10 00:55:55,27.400069,
2025-04-10 00:55:55,27.500069,
2025-04-10 00:55:55,27.600077,
2025-04-10 00:55:55,27.70008,
2025-04-10 00:55:55,27.800061,
2025-04-10 00:55:55,27.900061,
2025-04-10 00:55:55,28.000067,
2025-04-10 00:55:55,28.100069,
2025-04-10 00:55:55,28.200077,
2025-04-10 00:55:55,28.300067,
2025-04-10 00:55:55,28.400067,
2025-04-10 00:55:55,28.500061,
2025-04-10 00:55:55,28.600063,
2025-04-10 00:55:55,28.700061,
2025-04-10 00:55:55,28.800063,
2025-04-10 00:55:55,28.900061,
2025-04-10 00:55:55,29.000062,
2025-04-10 00:55:55,29.10007,
2025-04-10 00:55:55,29.200064,
2025-04-10 00:55:55,29.30006,
2025-04-10 00:55:55,29.400065,
2025-04-10 00:55:55,29.500061,
2025-04-10 00:55:55,29.600063,
2025-04-10 00:55:55,29.700064,
2025-04-10 00:55:55,29.800061,
2025-04-10 00:55:55,29.900068,
